phi12_correction,phi23_correction,phi13_correction,channel,omega,ex_phi12
0.9432616571578918,0.1439008597444893,-5.0179992065737835,20,2446.25,1.3117037364187816
0.9561306973925574,0.15676989997915491,-4.992261126104452,9,2422.25,1.298834696184116
0.952913437333891,0.1535526399204885,-4.998695646221785,11,2428.25,1.3020519562427824
0.9507685972947801,0.15140779988137765,-5.002985326300006,13,2432.25,1.3041967962818932
0.9636376375294458,0.16427684011604327,-4.977247245830675,2,2408.25,1.2913277560472276
0.9346822970014481,0.13532149958804562,-5.03515792688667,28,2462.25,1.3202830965752252
0.9464789172165584,0.14711811980315592,-5.01156468645645,17,2440.25,1.308486476360115
0.9593479574512238,0.15998716003782132,-4.9858266059871195,6,2416.25,1.2956174361254496
0.9303926169232262,0.13103181950982368,-5.043737287043115,32,2470.25,1.3245727766534472
0.9421892371383365,0.14282843972493398,-5.020144046612893,21,2448.25,1.312776156438337
0.9550582773730019,0.15569747995959937,-4.994405966143563,10,2424.25,1.2999071162036715
0.9518410173143355,0.15248021990093297,-5.000840486260896,12,2430.25,1.303124376262338
0.9647100575490013,0.1653492601355988,-4.975102405791564,1,2406.25,1.290255336027672
0.9357547170210034,0.13639391960760094,-5.03301308684756,27,2460.25,1.31921067655567
0.9475513372361137,0.14819053982271124,-5.009419846417339,16,2438.25,1.3074140563405596
0.9314650369427817,0.13210423952937922,-5.041592447004003,31,2468.25,1.3235003566338917
0.9432616571578918,0.1439008597444893,-5.0179992065737835,20,2446.25,1.3117037364187816
0.9604203774707794,0.16105958005737686,-4.983681765948008,5,2414.25,1.294545016105894
0.9561306973925574,0.15676989997915491,-4.992261126104452,9,2422.25,1.298834696184116
0.9657824775685566,0.16642168015515413,-4.972957565752454,0,2404.25,1.2891829160081167
0.9636376375294458,0.16427684011604327,-4.977247245830675,2,2408.25,1.2913277560472276
0.952913437333891,0.1535526399204885,-4.998695646221785,11,2428.25,1.3020519562427824
0.9346822970014481,0.13532149958804562,-5.03515792688667,28,2462.25,1.3202830965752252
0.9303926169232262,0.13103181950982368,-5.043737287043115,32,2470.25,1.3245727766534472
0.9593479574512238,0.15998716003782132,-4.9858266059871195,6,2416.25,1.2956174361254496
0.9421892371383365,0.14282843972493398,-5.020144046612893,21,2448.25,1.312776156438337
0.9464789172165584,0.14711811980315592,-5.01156468645645,17,2440.25,1.308486476360115
0.9550582773730019,0.15569747995959937,-4.994405966143563,10,2424.25,1.2999071162036715
0.9357547170210034,0.13639391960760094,-5.03301308684756,27,2460.25,1.31921067655567
0.9647100575490013,0.1653492601355988,-4.975102405791564,1,2406.25,1.290255336027672
0.9518410173143355,0.15248021990093297,-5.000840486260896,12,2430.25,1.303124376262338
0.9475513372361137,0.14819053982271124,-5.009419846417339,16,2438.25,1.3074140563405596
